SRCID,IntDate,Mode,ORDER,A1,A2,A2_oth,A3,A4_order,A4a,A4b,A4c,A4d,A4e,A4f,B1a,B1b,B1c,B1d,B3,B4,B6_order,B6a,B6b,B6c,B6d,B6e,B6f,B6g,B7,V1,V2_1_C1_Name,V2_2_C1_Name,V2_3_C1_Name,V2_4_C1_Name,V2_5_C1_Name,V2_1_C1_Age,V2_2_C1_Age,V2_3_C1_Age,V2_4_C1_Age,V2_5_C1_Age,V2_1_C1_Emp,V2_2_C1_Emp,V2_3_C1_Emp,V2_4_C1_Emp,V2_5_C1_Emp,V2_1_C1_Occ,V2_2_C1_Occ,V2_3_C1_Occ,V2_4_C1_Occ,V2_5_C1_Occ,V2_1_C1_OccCat,V2_2_C1_OccCat,V2_3_C1_OccCat,V2_4_C1_OccCat,V2_5_C1_OccCat,V2_1_C1_Rate,V2_2_C1_Rate,V2_3_C1_Rate,V2_4_C1_Rate,V2_5_C1_Rate,V2_1_C1_Care,V2_2_C1_Care,V2_3_C1_Care,V2_4_C1_Care,V2_5_C1_Care,V2_1_C1_Health,V2_2_C1_Health,V2_3_C1_Health,V2_4_C1_Health,V2_5_C1_Health,V2_1_C2_Name,V2_2_C2_Name,V2_3_C2_Name,V2_4_C2_Name,V2_5_C2_Name,V2_1_C2_Age,V2_2_C2_Age,V2_3_C2_Age,V2_4_C2_Age,V2_5_C2_Age,V2_1_C2_Emp,V2_2_C2_Emp,V2_3_C2_Emp,V2_4_C2_Emp,V2_5_C2_Emp,V2_1_C2_Occ,V2_2_C2_Occ,V2_3_C2_Occ,V2_4_C2_Occ,V2_5_C2_Occ,V2_1_C2_OccCat,V2_2_C2_OccCat,V2_3_C2_OccCat,V2_4_C2_OccCat,V2_5_C2_OccCat,V2_1_C2_Rate,V2_2_C2_Rate,V2_3_C2_Rate,V2_4_C2_Rate,V2_5_C2_Rate,V2_1_C2_Care,V2_2_C2_Care,V2_3_C2_Care,V2_4_C2_Care,V2_5_C2_Care,V2_1_C2_Health,V2_2_C2_Health,V2_3_C2_Health,V2_4_C2_Health,V2_5_C2_Health,V2_1,V2_2,V2_3,V2_4,V2_5,D1a,D1b,D1c,D1d,D1e,D1f,D3,E1a,E1b,E1c,E1d,E1e,E1f,E1g,E1h,E2,E3,E20a,E20b,E5,E18,E19,E6,E7,E8,E10,E11a,E12,E13,E14,E15_1,E15_2,E15_3,E15_4,E15_5,E15_DK,E15_REF,E16,E17,DUM1,DUM2,DUM3,GINTRO2_GINTRO3_Order,C_SETS_Selected01,C_SETS_Selected02,C_SETS_Selected03,C_SETS_Selected04,C_SETS_Selected05,C_SETS_Selected06,C_SETS_Selected07,C_SETS_Selected08,C_SETS_Selected09,C_SETS_Selected10,C_SETS_Selected11,C_SETS_Selected12,C_SETS_Selected13,C_SETS_Selected14,C_SETS_Selected15,C_SETS_Selected16,C_SETS_Selected17,C_SETS_Selected18,C_SETS_Selected19,C_SETS_Selected20,C_SETS_Selected21,C_SETS_Selected22,C_SETS_Selected23,C_SETS_Selected24,C_SETS_Selected25,C_SETS_Selected26,C_SETS_Selected27,C_SETS_Selected28,C_SETS_Selected29,C_SETS_Selected30,C_SETS_Selected31,C_SETS_Selected32,C_SETS_Selected33,C_SETS_Selected34,C_SETS_Selected35,C_SETS_Selected36,Set_Order_txt,Attribute_Lst_Order,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,C_Loop_1_C_SET,C_Loop_2_C_SET,C_Loop_3_C_SET,C_Loop_4_C_SET,C_Loop_5_C_SET,C_Loop_1_C_Order_txt,C_Loop_2_C_Order_txt,C_Loop_3_C_Order_txt,C_Loop_4_C_Order_txt,C_Loop_5_C_Order_txt,C_Loop_1_C1,C_Loop_2_C1,C_Loop_3_C1,C_Loop_4_C1,C_Loop_5_C1,C_Loop_1_C1_Employment,C_Loop_2_C1_Employment,C_Loop_3_C1_Employment,C_Loop_4_C1_Employment,C_Loop_5_C1_Employment,C_Loop_1_C1_Inequality,C_Loop_2_C1_Inequality,C_Loop_3_C1_Inequality,C_Loop_4_C1_Inequality,C_Loop_5_C1_Inequality,C_Loop_1_C1_Borders,C_Loop_2_C1_Borders,C_Loop_3_C1_Borders,C_Loop_4_C1_Borders,C_Loop_5_C1_Borders,C_Loop_1_C1_COVID_infections,C_Loop_2_C1_COVID_infections,C_Loop_3_C1_COVID_infections,C_Loop_4_C1_COVID_infections,C_Loop_5_C1_COVID_infections,C_Loop_1_C1_Mental_health,C_Loop_2_C1_Mental_health,C_Loop_3_C1_Mental_health,C_Loop_4_C1_Mental_health,C_Loop_5_C1_Mental_health,C_Loop_1_C1_Social_isolation,C_Loop_2_C1_Social_isolation,C_Loop_3_C1_Social_isolation,C_Loop_4_C1_Social_isolation,C_Loop_5_C1_Social_isolation,C_Loop_1_C2,C_Loop_2_C2,C_Loop_3_C2,C_Loop_4_C2,C_Loop_5_C2,C_Loop_1_C2_Employment,C_Loop_2_C2_Employment,C_Loop_3_C2_Employment,C_Loop_4_C2_Employment,C_Loop_5_C2_Employment,C_Loop_1_C2_Inequality,C_Loop_2_C2_Inequality,C_Loop_3_C2_Inequality,C_Loop_4_C2_Inequality,C_Loop_5_C2_Inequality,C_Loop_1_C2_Borders,C_Loop_2_C2_Borders,C_Loop_3_C2_Borders,C_Loop_4_C2_Borders,C_Loop_5_C2_Borders,C_Loop_1_C2_COVID_infections,C_Loop_2_C2_COVID_infections,C_Loop_3_C2_COVID_infections,C_Loop_4_C2_COVID_infections,C_Loop_5_C2_COVID_infections,C_Loop_1_C2_Mental_health,C_Loop_2_C2_Mental_health,C_Loop_3_C2_Mental_health,C_Loop_4_C2_Mental_health,C_Loop_5_C2_Mental_health,C_Loop_1_C2_Social_isolation,C_Loop_2_C2_Social_isolation,C_Loop_3_C2_Social_isolation,C_Loop_4_C2_Social_isolation,C_Loop_5_C2_Social_isolation,G1_1,G1_2,G1_3,G1_4,G1_5,F1_order,F1a,F1b,F1c,F1d,F1e,F1f,F1g,F1h,F2_order,F2a,F2b,F2c,F3_order,F3a,F3b,F3c,F4_order,F4a,F4b,F4c,F4d,F4e,F4f,F4g,F5a,F5b,F5c,p_state,p_region,p_geography,p_seifa,p_gender,p_age_group,p_age_group_r,d_cob_group,p_citizen,p_lote,p_atsi,p_house_str,p_education,weight,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,StateMap
1855,13-AUG-2020,1,1,2,1, ,6,"b,c,d,e,a,f",1,1,1,1,1,1,2,2,2,1, ,3,"e,c,b,a,g,f,d",-99,-99,-99,-99,-99,1,1,1,3,6,38,36,15,31,32,34,20,17,26,1,1,2,2,2,17,43,0,0,0,2,3,3,3,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,1,39,21,35,33,5,45,60,68,18,30,2,3,3,1,1,0,0,0,6,38,3,3,3,1,3,2,2,2,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,3,2,3,3,2,2,1,1,2,2,2,2,2,2,2, ,1,1,1,40, ,1, , , ,-99,2,70,4,-99,1,0,0,0,0,0,0,2, ,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"set20,set33,set14,set11,set24","_6,_2,_4,_1,_5,_3",Social isolation,Household’s economic circumstances,COVID infection rate,Employment,Mental health,Borders,20,33,14,11,24,"{Choice20,Choice56}","{Choice69,Choice33}","{Choice14,Choice50}","{Choice47,Choice11}","{Choice24,Choice60}",20,69,14,47,24,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,2,2,0,1,0,1,0,1,0,0,0,1,1,56,33,50,11,60,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,2,0,0,1,1,0,1,0,1,0,1,1,1,0,0,2,2,2,1,1,"h,f,b,g,a,c,e,d",2,2,3,3,3,2,2,3,"b,a,c",4,3,4,"b,a,c",2,3,4,"e,c,b,a,g,f,d",2,2,2,2,2,2,2, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.920373819780643,1,2,1,1,1
40,11-AUG-2020,2,2,1,1, ,10,"f,c,a,b,d,e",1,2,1,2,1,1,2,2,2,2, ,3,"g,c,e,f,a,d,b",-99,-99,-99,-99,-99,1,1,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,6, , , , ,2, , , , ,-99,1, ,4,-99, , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"f,c,e,g,a,b,h,d",2,1,1,1,1,1,1,1,"c,a,b",1,1,1,"c,a,b",1,5,1,"g,c,e,f,a,d,b",1,2,2,2,2,2,2,2, , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.05147636770864,2,4,3,1,1
2105,13-AUG-2020,1,1,4,1, ,4,"b,d,c,e,a,f",3,3,3,1,3,1,2,2,2,2, ,3,"f,e,c,a,b,d,g",-99,-99,-99,-99,-99,3,3,1,4,3,15,16,18,38,65,47,16,33,27,3,3,1,2,1,0,0,4,0,10,3,3,1,3,2,1,1,1,1,2,2,2,1,2,1,2,1,2,2,2,13,21,29,32,2,36,40,41,37,4,1,1,2,1,1,16,11,0,45,32,2,2,3,3,3,1,2,2,2,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2, ,1,1,1,40, ,2, , , ,-99,2,20,4,-99,1,0,0,0,0,0,0,2, ,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,"set7,set27,set35,set36,set33","_1,_5,_4,_6,_2,_3",Employment,Mental health,COVID infection rate,Social isolation,Household’s economic circumstances,Borders,7,27,35,36,33,"{Choice7,Choice43}","{Choice63,Choice27}","{Choice35,Choice71}","{Choice72,Choice36}","{Choice33,Choice69}",7,63,35,72,33,0,1,1,0,0,2,2,2,2,1,0,0,1,1,0,2,2,0,2,0,0,0,1,0,1,0,0,0,0,1,43,27,71,36,69,0,1,1,0,0,2,2,2,2,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,2,1,1,2,"f,d,c,h,a,g,e,b",4,3,2,2,3,3,2,3,"b,a,c",2,2,2,"b,a,c",2,1,3,"f,e,c,a,b,d,g",2,2,2,2,2,2,1, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.18827854854972,1,3,2,1,1
1735,13-AUG-2020,1,2,2,1, ,6,"c,a,b,d,e,f",1,3,2,3,2,2,2,2,2,2, ,2,"g,f,e,d,b,a,c",-99,-99,-99,-99,-99,5,5,3,4,29,24,11,28,14,46,67,5,39,66,3,3,1,1,3,0,0,45,13,0,3,3,3,2,3,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,20,32,4,3,15,42,3,65,49,10,1,1,3,2,1,10,2,0,0,5,2,1,3,3,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,3,2,3,2,2,1,4,2,2,2,2,2,1,1,2,7, , , , ,2, , , , ,-99,2, ,2,-99,1,0,0,0,0,0,0,2, ,1,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,"set27,set4,set33,set26,set2","_1,_4,_5,_2,_3,_6",Employment,COVID infection rate,Mental health,Household’s economic circumstances,Borders,Social isolation,27,4,33,26,2,"{Choice27,Choice63}","{Choice40,Choice4}","{Choice33,Choice69}","{Choice62,Choice26}","{Choice2,Choice38}",27,40,33,62,2,1,0,0,1,0,2,1,1,2,0,1,1,0,1,1,1,2,0,1,1,1,1,1,0,1,1,1,1,1,1,63,4,69,26,38,1,0,0,1,0,2,1,1,2,0,0,0,1,0,0,2,1,1,0,2,0,0,0,1,0,0,0,0,0,0,1,2,2,1,1,"g,e,f,b,a,d,c,h",2,1,2,2,1,1,1,2,"c,b,a",3,3,3,"c,b,a",3,1,2,"g,f,e,d,b,a,c",2,2,2,1,2,1,1, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.638018763878589,2,3, ,3,3
47,19-AUG-2020,2,1,1,1, ,8,"e,d,f,b,c,a",1,2,1,2,2,2,2,2,2,1, ,3,"g,a,c,d,f,e,b",-99,-99,-99,-99,-99,5,1,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3,1,1,1,3,2,2,2,2,2,1,1,1,6, , , , ,2, , , , ,-99,1, ,4,-99, , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"e,h,d,f,g,a,b,c",2,1,1,1,2,1,1,2,"b,a,c",2,3,-98,"b,a,c",2,3,2,"g,a,c,d,f,e,b",2,2,2,2,1,1,1, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.75318875889845,2,4,2,1,1
2,10-AUG-2020,2,1,2,1, ,8,"e,a,d,c,b,f",2,2,2,2,2,1,2,2,2,1, ,2,"g,d,e,b,a,f,c",-99,-99,-99,-99,-99,2,3,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,3,2,2,2,2,2,1,1,2,7, , , , ,2, , , , ,-99,2, ,4,-99,1,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"c,a,b,d,f,h,g,e",2,2,2,2,2,2,2,3,"b,c,a",2,3,2,"b,c,a",2,4,2,"g,d,e,b,a,f,c",2,2,2,2,2,2,2, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.355372308980963,2,4,3,1,1
2553,15-AUG-2020,1,2,4,3, ,8,"f,d,a,e,b,c",3,2,3,2,2,2,2,2,2,2, ,3,"e,b,f,g,a,c,d",-99,-99,-99,-99,-99,1,2,1,4,40,39,35,24,27,17,52,67,30,16,1,1,3,1,1,10,47,0,7,2,2,3,3,2,1,2,2,1,1,1,1,2,1,2,1,2,2,2,1,1,32,30,5,11,15,14,38,63,49,61,1,3,3,3,3,3,0,0,0,0,1,3,3,3,3,2,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,6, , , , ,2, , , , ,-99,1, ,4,-99, , , , , , , ,2, ,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"set6,set34,set33,set28,set15","_3,_4,_2,_6,_5,_1",Borders,COVID infection rate,Household’s economic circumstances,Social isolation,Mental health,Employment,6,34,33,28,15,"{Choice6,Choice42}","{Choice70,Choice34}","{Choice33,Choice69}","{Choice64,Choice28}","{Choice15,Choice51}",6,70,33,64,15,1,1,0,1,0,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,42,34,69,28,51,1,1,0,1,0,1,2,1,0,1,1,1,1,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,2,1,"b,h,c,f,d,e,g,a",1,1,1,1,1,1,1,1,"c,b,a",2,2,3,"c,b,a",1,2,2,"e,b,f,g,a,c,d",1,2,2,2,2,2,1,2, , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.255329451718936,2,4,1,1,1
7,10-AUG-2020,2,2,2,1, ,5,"e,d,a,c,b,f",2,3,2,2,1,2,2,2,2,2, ,3,"c,b,f,a,e,d,g",-99,-99,-99,-99,-99,4,3,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3,3,2,3,3,2,2,2,2,2,1,1,2,6, , , , ,2, , , , ,-99,2, ,4,-99, , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"e,h,c,g,b,d,f,a",2,1,1,1,2,1,1,1,"b,c,a",1,1,1,"b,c,a",1,1,1,"c,b,f,a,e,d,g",2,2,2,2,2,2,1, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.19616675592623,2,4,3,1,1
853,11-AUG-2020,2,1,2,1, ,8,"c,e,a,b,f,d",1,3,1,2,2,2,1,2,2,2,5,3,"c,e,f,g,a,b,d",-99,-99,-99,-99,-99,3,3,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,1,1,3,2,2,2,2,2,1,1,2,7, , , , ,2, , , , ,-99,2, ,4,-99,1,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"g,f,e,d,h,c,b,a",2,1,1,2,2,1,1,2,"c,a,b",2,2,3,"c,a,b",1,2,2,"c,e,f,g,a,b,d",1,2,2,2,2,2,2,2, , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.29880687859027,2,4,3,1,1
3040,18-AUG-2020,1,1,2,96, ,7,"c,a,d,b,e,f",2,1,1,1,1,1,1,2,2,1,5,3,"c,b,e,f,d,a,g",-99,-99,-99,-99,-99,2,5,1,4,30,23,35,33,7,18,32,21,46,55,2,1,2,1,2,0,46,0,2,0,3,3,3,1,3,2,1,2,2,1,1,1,1,2,2,2,2,1,1,1,38,36,37,1,12,41,6,49,65,25,2,1,2,3,2,0,7,0,0,0,3,2,3,3,3,1,2,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,3,1,1,2,1,1,1,1,2,2,2,2,2,1,2,1,1,2,1,20, ,2, , , ,-99,1,25,4,-99,1,0,0,0,0,0,0,2, ,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"set16,set8,set34,set9,set2","_3,_5,_1,_2,_4,_6",Borders,Mental health,Employment,Household’s economic circumstances,COVID infection rate,Social isolation,16,8,34,9,2,"{Choice52,Choice16}","{Choice8,Choice44}","{Choice70,Choice34}","{Choice9,Choice45}","{Choice38,Choice2}",52,8,70,9,38,1,0,1,1,0,2,2,2,2,0,1,1,0,0,0,0,0,0,1,2,1,1,1,0,0,0,1,1,1,0,16,44,34,45,2,1,0,1,1,0,2,2,2,2,0,0,0,1,1,1,2,1,2,2,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,2,"g,b,f,c,a,e,h,d",1,1,1,1,1,1,1,2,"c,b,a",2,2,2,"c,b,a",1,2,2,"c,b,e,f,d,a,g",1,2,2,2,2,2,1,2, , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.798734062626674,2,2,1,1,1
1078,11-AUG-2020,1,2,2,3, ,5,"f,a,d,b,c,e",3,3,4,2,2,2,2,2,2,1, ,3,"a,d,g,c,b,f,e",-99,-99,-99,-99,-99,1,1,2,4,25,18,3,21,9,2,25,26,64,14,1,1,1,3,1,5,6,12,0,4,1,1,2,3,1,1,2,2,2,1,1,1,2,1,2,2,1,1,2,2,24,35,23,13,39,54,63,37,42,47,1,3,2,1,1,25,0,0,1,2,3,3,3,1,1,2,1,1,2,1,1,2,2,2,1,1,1,2,2,1,2,1,2,2,2,3,2,3,3,3,1,2,2,2,2,2,2,1,1,2,6, , , , ,1, , , , ,-99,2, ,4,-99,0,1,0,0,0,0,0,2, ,2,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"set29,set3,set19,set27,set6","_4,_2,_6,_3,_5,_1",COVID infection rate,Household’s economic circumstances,Social isolation,Borders,Mental health,Employment,29,3,19,27,6,"{Choice65,Choice29}","{Choice3,Choice39}","{Choice55,Choice19}","{Choice27,Choice63}","{Choice42,Choice6}",65,3,55,27,42,1,1,0,1,1,0,0,0,2,1,0,0,0,1,1,2,2,1,1,1,0,0,1,1,1,1,1,1,1,0,29,39,19,63,6,1,1,0,1,1,0,0,0,2,1,1,1,1,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,1,2,2,2,1,2,"f,d,g,b,h,a,c,e",1,1,1,1,1,1,1,1,"c,b,a",2,2,3,"c,b,a",1,3,3,"a,d,g,c,b,f,e",1,2,2,2,2,2,2,2, , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.212568143343553,1,4,1,2,2
1862,13-AUG-2020,2,1,1,1, ,10,"f,d,b,a,c,e",1,1,1,1,2,1,2,2,2,1, ,2,"b,a,f,g,e,c,d",-99,-99,-99,-99,-99,1,1,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,6, , , , ,2, , , , ,-99,2, ,4,-99,0,1,0,0,1,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"d,h,g,f,a,c,e,b",1,1,1,1,1,1,1,4,"c,a,b",1,1,1,"c,a,b",4,5,4,"b,a,f,g,e,c,d",2,2,2,2,1,2,1, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.2303131620377,1,4,3,2,2
1474,12-AUG-2020,2,2,2,2, ,7,"d,c,a,f,b,e",2,2,3,2,2,2,2,2,2,2, ,4,"b,c,a,f,e,g,d",-99,-99,-99,-99,-99,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2, , ,12, ,2,1,1,6,-99,1,0,4,-99,1,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"d,a,g,e,b,h,c,f",3,2,1,2,2,2,2,2,"a,c,b",2,2,2,"a,c,b",1,1,1,"b,c,a,f,e,g,d",2,2,2,2,1,2,2, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.369229212101025,1,4,1,2,2
2708,17-AUG-2020,1,1,2,1, ,8,"d,c,b,e,a,f",2,3,3,2,1,2,2,2,2,2, ,4,"c,b,e,d,g,f,a",-99,-99,-99,-99,-99,1,1,2,2,33,38,25,5,31,57,6,17,66,9,1,1,2,3,1,46,3,0,0,44,3,1,3,3,3,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,19,7,28,23,29,35,55,24,48,56,1,1,1,1,1,17,14,10,5,38,2,2,2,1,3,2,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,1,2,2,1,1,1,2,3,1,1,1,2,1,2,1,2,2,1,-98,7, , , , ,2, , , , ,-99,1, ,1,-99,1,0,0,0,0,0,0,2, ,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"set34,set12,set20,set36,set1","_4,_1,_6,_5,_3,_2",COVID infection rate,Employment,Social isolation,Mental health,Borders,Household’s economic circumstances,34,12,20,36,1,"{Choice70,Choice34}","{Choice12,Choice48}","{Choice56,Choice20}","{Choice36,Choice72}","{Choice37,Choice1}",70,12,56,36,37,1,0,1,0,1,2,0,0,2,1,0,1,1,0,0,0,2,2,1,2,1,0,0,1,0,1,1,1,1,0,34,48,20,72,1,1,0,1,0,1,2,0,0,2,1,1,0,0,1,1,2,0,1,2,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,2,"d,b,f,a,e,h,g,c",2,2,2,2,2,2,3,3,"a,b,c",2,2,2,"a,b,c",1,2,3,"c,b,e,d,g,f,a",2,2,2,2,2,1,2, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.32189214535892,2,2,2,2,2
2786,17-AUG-2020,1,1,2,1, ,7,"b,a,d,f,c,e",2,2,2,2,2,1,2,2,2,1, ,3,"e,b,g,f,d,c,a",-99,-99,-99,-99,-99,5,5,1,4,19,22,40,29,15,39,67,43,41,2,1,3,1,3,2,34,0,16,0,0,3,3,2,3,3,1,1,1,2,2,2,2,2,1,1,2,1,1,2,1,5,33,1,21,6,58,65,51,23,53,3,3,1,1,1,0,0,5,7,3,3,3,1,2,1,1,2,2,1,2,2,1,1,1,2,2,1,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,40, ,2, , , ,-99,2,0,4,-99,0,1,0,0,0,0,0,2, ,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,"set34,set27,set22,set4,set28","_2,_1,_6,_4,_5,_3",Household’s economic circumstances,Employment,Social isolation,COVID infection rate,Mental health,Borders,34,27,22,4,28,"{Choice70,Choice34}","{Choice27,Choice63}","{Choice58,Choice22}","{Choice4,Choice40}","{Choice64,Choice28}",70,27,58,4,64,1,1,0,0,1,2,2,1,1,0,0,1,0,0,0,0,1,2,1,1,1,1,1,0,1,1,1,1,0,1,34,63,22,40,28,1,1,0,0,1,2,2,1,1,0,1,0,1,1,1,2,2,1,2,0,0,0,0,1,0,0,0,0,1,0,1,2,2,1,2,"d,h,g,e,f,b,c,a",2,2,3,2,3,1,1,2,"b,c,a",2,2,2,"b,c,a",2,2,5,"e,b,g,f,d,c,a",2,2,2,2,1,2,1, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.203550727043168,2,2,1,6,6
