SRCID,Mode,A1,A2,undecided_voter,A3,A4a,A4b,A4c,A4d,A4e,A4f,B1a,B1b,B1c,B1d,B4,B6f,B6g,B7,V1,D1a,D1b,D1c,D1d,D1e,D1f,D3,E1a,E1b,E1c,E1d,E1e,E1f,E1g,E1h,E11a,E13,F1a,F1b,F1c,F1d,F1e,F1f,F1g,F1h,F2a,F2b,F2c,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,StateMap,A4F2_agg,opinionated
2611,1,2,"""3""",FALSE,8,2,2,1,1,1,2,2,2,2,1,1,5,5,-98,4,2,1,2,3,1,1,1,1,2,2,2,2,2,1,-98,2,4,1,1,1,1,1,1,1,2,3,3,2,1,3,2,1,"""1""",0.416666667,FALSE
2612,1,2,"""1""",FALSE,7,2,2,2,2,2,2,1,2,2,1,3,1,1,2,4,1,1,3,2,2,1,1,1,2,2,2,2,2,2,2,1,4,2,3,2,3,3,2,2,3,2,2,2,1,2,1,2,"""2""",0.416666667,FALSE
2613,1,5,"""-98""",TRUE,7,3,4,2,3,3,2,-99,2,2,1,2,3,5,2,-98,2,1,3,3,1,1,1,1,2,2,2,2,2,1,1,2,4,2,1,1,2,1,2,1,4,2,3,3,1,2,2,5,"""5""",0.305555556,FALSE
2614,1,2,"""3""",FALSE,8,3,2,2,1,1,1,2,2,2,1,3,5,5,2,4,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,4,1,1,1,2,3,2,2,2,2,3,1,1,3,2,3,"""3""",0.583333333,TRUE
2615,1,2,"""2""",FALSE,9,2,2,2,2,1,2,2,2,2,1,2,1,1,1,4,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,4,2,2,1,1,3,1,1,2,1,2,3,2,4,3,2,"""2""",0.472222222,FALSE
2616,1,2,"""1""",FALSE,8,2,2,1,1,1,1,2,2,2,2,2,1,1,1,4,1,1,3,1,1,1,1,1,2,2,2,2,2,2,2,2,4,2,3,2,2,2,1,1,2,2,2,4,1,1,3,3,"""3""",0.638888889,TRUE
2617,1,4,"""2""",FALSE,7,3,2,2,2,2,2,2,2,2,1,2,3,3,2,3,2,3,3,3,1,2,1,1,2,2,2,2,2,1,1,1,4,3,2,1,1,2,1,1,2,3,2,2,2,3,1,1,"""1""",0.333333333,FALSE
2618,1,1,"""1""",FALSE,8,1,2,1,2,2,2,2,2,2,1,2,3,5,2,4,2,1,2,2,1,1,1,2,2,2,2,2,1,1,-99,1,4,2,1,1,1,2,1,1,2,2,2,2,1,4,1,1,"""1""",0.527777778,TRUE
2619,1,4,"""16""",FALSE,2,4,3,3,2,3,2,2,2,2,1,2,4,5,2,4,2,3,3,2,3,2,4,1,2,2,2,2,2,2,2,1,4,2,2,2,2,2,2,2,2,3,3,3,1,3,1,3,"""3""",0.222222222,FALSE
2620,1,1,"""1""",FALSE,10,1,2,1,1,2,1,2,2,2,1,3,5,5,3,4,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,3,4,1,1,1,1,1,1,1,1,2,3,3,2,4,3,1,"""1""",0.472222222,FALSE
2621,1,4,"""3""",FALSE,6,4,3,4,3,3,2,2,2,2,2,3,5,5,3,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,4,2,1,1,1,1,1,1,2,2,2,2,2,3,3,1,"""1""",0.527777778,TRUE
2622,1,2,"""3""",FALSE,8,2,2,2,2,2,1,2,2,2,2,4,4,1,1,4,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1,4,1,2,1,2,2,2,1,3,2,2,2,1,2,1,2,"""2""",0.472222222,FALSE
2623,1,2,"""3""",FALSE,7,2,2,2,2,2,2,2,2,2,1,3,1,1,1,4,3,2,2,3,3,2,1,2,2,2,2,2,1,1,1,1,4,1,2,2,2,3,1,1,2,2,3,2,1,4,1,2,"""2""",0.333333333,FALSE
2624,1,2,"""1""",FALSE,8,2,2,1,1,1,1,2,2,2,1,2,1,1,2,4,4,1,4,4,2,2,3,2,2,2,2,1,1,2,2,4,4,1,1,1,1,1,1,1,1,2,2,3,2,2,3,3,"""3""",0.555555556,TRUE
2625,1,1,"""1""",FALSE,8,1,2,1,1,1,1,2,2,2,1,2,5,5,2,4,2,1,2,1,1,1,1,2,2,2,2,2,1,1,2,1,4,2,2,1,1,2,1,1,1,1,1,1,2,4,1,3,"""3""",0.944444444,TRUE
2626,1,2,"""1""",FALSE,6,2,2,2,2,2,2,2,2,2,1,3,3,4,1,4,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,2,2,2,2,1,2,3,2,2,2,1,3,1,5,"""5""",0.416666667,FALSE
2627,1,2,"""4""",FALSE,7,3,1,1,1,2,1,2,2,2,1,3,5,5,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,"""1""",0.638888889,TRUE
2628,1,2,"""1""",FALSE,7,2,3,1,2,2,2,2,2,2,1,3,5,5,2,3,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,2,1,1,2,2,1,2,2,3,3,3,1,3,1,5,"""5""",0.222222222,FALSE
2629,1,4,"""3""",FALSE,7,3,3,3,3,3,2,1,2,2,1,3,2,1,1,4,3,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,4,1,1,1,2,2,1,1,2,2,3,2,2,1,1,1,"""1""",0.333333333,FALSE
2630,1,2,"""1""",FALSE,8,1,3,2,3,2,2,2,2,2,2,3,5,5,2,4,1,1,1,2,1,1,1,2,2,2,2,2,1,1,2,2,4,3,2,1,2,1,1,2,2,2,2,3,1,4,3,4,"""4""",0.388888889,FALSE
2631,1,2,"""3""",FALSE,7,4,2,3,2,2,2,2,2,2,2,3,5,5,2,3,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,4,1,1,1,1,2,1,1,2,2,2,2,1,3,1,8,"""8""",0.472222222,FALSE
2632,1,1,"""1""",FALSE,8,1,2,1,1,1,1,1,2,2,1,3,5,5,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,3,4,2,3,2,4,"""4""",0.694444444,TRUE
2633,1,2,"""6""",FALSE,6,1,3,2,2,1,1,2,2,2,2,4,5,5,1,4,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,4,3,1,1,1,1,2,2,1,1,1,1,1,4,2,3,"""3""",0.833333333,TRUE
2634,1,2,"""3""",FALSE,7,2,2,2,3,2,2,2,2,2,1,3,4,1,1,4,3,2,2,1,1,2,2,2,2,2,1,2,2,1,-99,2,4,1,3,2,2,2,1,1,2,2,2,2,2,3,3,2,"""2""",0.416666667,FALSE
2635,1,4,"""1""",FALSE,5,1,2,2,1,1,1,2,2,2,1,2,5,5,1,4,3,3,2,3,3,1,4,2,2,2,1,1,2,1,2,4,4,4,3,4,3,4,3,4,4,4,5,5,1,3,2,1,"""1""",0.805555556,TRUE
2636,1,4,"""3""",FALSE,7,4,3,2,2,3,2,1,2,2,2,3,5,5,2,3,3,1,3,3,1,1,1,1,2,2,2,2,2,2,2,3,4,1,1,1,1,1,1,1,2,3,4,3,2,2,1,3,"""3""",0.305555556,FALSE
2637,1,1,"""6""",FALSE,8,1,2,3,2,1,1,1,2,2,1,2,3,1,2,4,2,1,3,3,1,1,2,2,2,2,2,2,1,2,1,1,4,2,1,1,1,2,2,1,2,2,4,2,2,4,1,3,"""3""",0.583333333,TRUE
2638,1,4,"""4""",FALSE,5,3,2,2,2,2,1,2,2,2,1,2,4,4,2,4,3,2,1,3,2,2,1,1,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,2,2,2,2,1,2,1,8,"""8""",0.472222222,FALSE
2639,1,2,"""3""",FALSE,8,2,2,2,2,2,2,2,2,2,2,3,5,5,1,3,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,4,1,2,2,2,1,1,2,3,1,1,1,1,3,2,1,"""1""",0.666666667,TRUE
2640,1,2,"""2""",FALSE,3,2,2,2,1,2,1,1,2,2,2,2,2,3,2,4,3,3,3,2,2,2,2,1,2,2,2,2,2,1,2,2,4,3,3,3,3,3,3,3,3,1,2,1,2,2,1,1,"""1""",0.694444444,TRUE
2641,1,2,"""1""",FALSE,8,2,2,1,2,2,2,2,2,2,2,3,5,5,2,3,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,1,4,3,3,3,3,2,3,2,3,1,2,2,2,4,3,5,"""5""",0.555555556,TRUE
2643,1,2,"""1""",FALSE,8,2,3,2,3,2,3,2,2,2,1,3,5,5,2,4,2,2,4,4,1,1,1,1,2,2,2,2,2,2,2,1,4,3,2,1,3,2,4,3,4,4,3,4,1,3,1,8,"""8""",0.333333333,FALSE
2644,1,1,"""3""",FALSE,3,4,3,3,2,3,2,2,2,2,1,3,4,4,1,3,2,2,2,2,2,2,3,2,2,2,1,2,2,1,2,4,4,1,1,1,1,1,1,1,2,2,3,3,1,4,2,3,"""3""",0.305555556,FALSE
2645,1,1,"""1""",FALSE,8,1,3,3,1,1,1,2,2,2,1,2,5,5,1,4,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,4,3,3,2,2,3,1,1,2,2,2,2,1,4,3,3,"""3""",0.638888889,TRUE
2646,1,2,"""3""",FALSE,6,3,3,2,2,2,2,1,2,2,1,2,4,3,2,3,3,3,4,3,3,3,2,1,1,2,2,2,2,2,1,4,3,2,2,2,2,2,2,1,1,2,3,3,2,3,2,3,"""3""",0.25,FALSE
2647,1,2,"""1""",FALSE,8,2,2,1,2,1,1,2,2,2,1,3,2,2,1,3,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,1,"""1""",0.583333333,TRUE
2648,1,1,"""2""",FALSE,8,1,1,1,1,1,1,2,2,2,2,3,3,4,1,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,1,"""1""",0.666666667,TRUE
2649,1,2,"""3""",FALSE,10,2,2,2,2,2,2,2,2,2,2,3,5,5,1,4,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,4,1,1,1,2,2,1,1,2,1,1,1,2,4,3, ,"""NaN""",0.666666667,TRUE
2650,1,5,"""1""",FALSE,10,1,4,4,1,4,1,2,2,2,2,4,5,5,1,4,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,1,4,2,1,1,2,2,1,1,1,2,2,2,1,4,3,3,"""3""",0.75,TRUE
2651,1,2,"""8""",FALSE,7,1,3,2,2,2,2,2,2,2,2,2,5,5,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,4,4,2,1,1,1,1,1,2,2,3,2,1,3,1,5,"""5""",0.388888889,FALSE
2652,1,2,"""1""",FALSE,6,2,2,2,2,2,2,1,2,2,1,2,5,5,2,3,2,3,3,3,2,2,2,1,2,2,2,2,2,1,2,-98,4,2,2,2,2,2,1,1,2,2,3,3,2,3,2,1,"""1""",0.25,FALSE
2653,1,4,"""4""",FALSE,6,3,3,2,2,3,2,1,2,2,2,2,1,1,1,4,2,3,4,2,2,1,3,1,1,2,2,2,2,2,2,1,4,1,1,1,1,1,1,1,3,1,1,1,2,1,3,2,"""2""",0.666666667,TRUE
2654,1,4,"""1""",FALSE,6,2,2,3,1,1,2,1,2,2,1,3,1,1,1,4,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,4,4,1,1,1,1,1,1,2,2,2,2,2,1,4,3,2,"""2""",0.527777778,TRUE
2655,1,1,"""1""",FALSE,10,1,2,1,1,1,1,2,2,2,2,2,5,5,2,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,2,2,2,3,2,2,3,3,1,1,1,1,2,1,5,"""5""",0.944444444,TRUE
2656,1,4,"""3""",FALSE,5,3,2,1,2,2,2,2,2,2,1,3,1,1,1,4,2,1,2,3,1,1,1,1,2,2,2,2,2,1,2,1,4,1,1,1,1,1,1,1,1,1,2,1,2,4,2,2,"""2""",0.638888889,TRUE
2657,1,1,"""3""",FALSE,10,2,2,2,2,1,1,2,2,2,1,3,2,1,1,4,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,4,1,1,1,1,1,1,1,1,2,2,2,2,4,1,1,"""1""",0.527777778,TRUE
2658,1,2,"""97""",FALSE,7,3,3,3,2,3,2,2,2,2,2,4,5,5,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,3,4,3,2,2,3,2,3,2,2,2,2,2,1,2,2,3,"""3""",0.416666667,FALSE
2659,1,2,"""3""",FALSE,8,2,2,1,1,2,1,2,2,2,2,3,5,5,2,3,3,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,4,2,1,1,2,1,1,1,2,4,2,2,2,2,1,3,"""3""",0.583333333,TRUE
2660,1,2,"""3""",FALSE,7,2,2,2,2,1,2,2,2,2,2,3,5,5,2,3,2,1,1,1,1,1,1,2,2,2,2,2,1,2,-99,2,4,1,1,1,1,1,1,1,2,2,2,2,2,4,3,5,"""5""",0.472222222,FALSE
2661,1,2,"""1""",FALSE,5,2,2,2,2,2,2,1,2,2,1,3,5,5,2,4,3,2,3,3,3,1,1,2,2,2,2,2,1,1,2,2,4,1,1,1,1,1,1,1,1,2,3,2,2,4,1,6,"""6""",0.333333333,FALSE
2662,1,1,"""4""",FALSE,8,2,2,2,1,2,1,1,2,2,1,2,5,5,1,4,3,1,1,3,1,1,4,1,2,2,2,2,2,1,2,1,4,1,1,1,1,1,1,2,2,2,4,3,2,2,1,3,"""3""",0.444444444,FALSE
2663,1,4,"""4""",FALSE,4,4,3,4,2,2,1,2,2,2,1,3,1,2,1,4,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,"""2""",0.833333333,TRUE
2664,2,2,"""4""",FALSE,8,2,2,2,2,1,1,2,2,2,1,3,1,1,1,3,3,1,1,3,2,2,3,2,2,2,2,1,2,1,2,2,4,1,1,2,2,1,2,1,2,2,2,2,1,3,2,2,"""2""",0.527777778,TRUE
2665,1,2,"""3""",FALSE,5,3,2,2,2,3,2,2,2,2,1,2,1,1,1,4,4,4,4,4,4,4,4,2,2,1,2,2,2,2,2,4,4,3,2,2,4,3,2,2,2,3,1,3,1,2,1,2,"""2""",0.333333333,FALSE
2666,1,1,"""1""",FALSE,7,2,2,2,2,1,1,2,2,2,1,3,5,5,2,3,2,2,1,3,1,1,1,1,2,2,2,2,2,2,2,1,4,2,2,2,1,1,1,1,2,3,4,3,1,3,2,5,"""5""",0.361111111,FALSE
2667,1,4,"""4""",FALSE,3,4,3,2,3,3,2,1,2,2,2,4,1,1,2,3,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,4,1,1,1,1,1,1,1,2,3,3,3,2,4,1,3,"""3""",0.222222222,FALSE
2668,1,4,"""4""",FALSE,7,3,3,3,2,2,2,2,2,2,1,3,5,5,3,1,2,1,1,2,1,1,1,2,1,2,2,2,1,1,1,2,4,1,1,1,1,1,1,1,1,1,2,1,2,4,3,1,"""1""",0.583333333,TRUE
2669,1,4,"""1""",FALSE,4,2,3,3,3,3,2,2,2,2,1,3,1,1,2,4,3,3,4,4,3,2,3,2,2,1,2,1,2,2,2,3,4,1,1,1,2,2,2,1,3,2,2,3,1,3,1,2,"""2""",0.333333333,FALSE
2670,1,4,"""3""",FALSE,6,3,3,3,2,3,2,2,2,2,1,3,4,4,2,4,3,2,3,3,2,2,2,2,2,2,2,2,1,2,1,2,4,1,1,2,1,1,1,1,2,2,4,3,1,4,1,3,"""3""",0.333333333,FALSE
2671,1,2,"""3""",FALSE,7,3,2,2,1,1,1,2,2,2,1,2,1,1,1,4,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,4,2,1,1,1,1,1,2,2,1,1,1,1,3,2,5,"""5""",0.833333333,TRUE
2672,1,2,"""3""",FALSE,8,2,3,3,3,2,1,2,2,1,2,3,3,3,2,4,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,4,2,1,2,1,2,1,1,2,1,3,1,1,3,2,1,"""1""",0.555555556,TRUE
2674,1,4,"""4""",FALSE,4,3,3,3,3,3,3,2,2,2,2,4,5,5,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,1,2,1,2,2,1,1,2,3,3,3,2,3,1,1,"""1""",0.166666667,FALSE
2675,1,2,"""1""",FALSE,6,2,3,3,3,2,1,2,2,2,1,2,5,5,2,3,3,3,1,2,2,1,2,2,2,2,2,2,1,1,2,3,4,1,1,1,1,1,1,1,2,3,2,2,2,4,3,1,"""1""",0.388888889,FALSE
2676,1,4,"""3""",FALSE,5,3,3,2,3,2,2,1,2,2,1,3,5,5,1,4,2,1,2,3,1,1,1,1,2,2,2,2,2,2,2,2,4,2,1,2,2,2,2,1,2,2,2,3,2,3,3,4,"""4""",0.333333333,FALSE
2677,1,4,"""-98""",TRUE,5,3,2,3,2,2,2,2,2,2,2,3,5,5,1,4,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,1,4,2,1,1,1,2,1,1,1,2,3,3,2,2,1,3,"""3""",0.25,FALSE
2678,1,4,"""4""",FALSE,7,3,3,3,2,2,2,2,2,2,1,2,2,5,1,4,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,4,1,1,1,1,1,1,1,1,3,3,2,2,2,1,1,"""1""",0.25,FALSE
2679,1,4,"""1""",FALSE,7,1,2,3,2,2,1,2,2,2,2,2,1,1,2,4,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,4,1,1,1,1,1,1,1,2,3,2,4,1,3,1,2,"""2""",0.444444444,FALSE
2680,1,2,"""6""",FALSE,6,2,1,1,1,1,1,2,2,2,1,3,5,4,1,3,2,1,3,1,1,1,1,1,1,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,2,2,3,2,2, ,1,3,"""3""",0.611111111,TRUE
2681,1,2,"""-98""",TRUE,9,3,2,2,2,2,2,1,2,2,2,3,1,1,1,4,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,4,2,2,1,1,1,2,1,2,1,1,2,2,4, ,2,"""2""",0.583333333,TRUE
2682,1,2,"""24""",FALSE,7,4,2,2,2,2,2,2,2,2,2,3,5,5,2,3,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,"""4""",0.722222222,TRUE
2683,1,1,"""2""",FALSE,1,3,4,4,3,3,2,2,2,2,2,3,1,1,2,3,3,4,3,4,4,4,2,1,1,2,2,2,2,2,2,2,4,2,2,2,2,4,1,1,2,2,2,2,1,3,1,2,"""2""",0.527777778,TRUE
2684,1,2,"""-98""",TRUE,8,3,3,3,2,2,2,2,2,1,1,2,2,3,1,1,3,2,3,2,1,1,1,1,2,2,2,2,2,1,2,1,3,1,1,2,2,1,1,1,2,2,3,3,2,2,1,1,"""1""",0.25,FALSE
2685,1,4,"""4""",FALSE,2,3,2,3,2,2,2,2,2,2,1,2,1,1,1,4,4,4,4,4,4,4,3,2,2,1,2,2,2,1,1,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,"""2""",0.416666667,FALSE
2686,1,1,"""3""",FALSE,8,2,2,1,1,1,1,2,2,2,1,2,1,1,1,3,2,1,3,3,1,1,1,1,2,2,2,2,2,1,2,2,4,1,1,1,2,1,1,1,2,3,3,3,2,3,2,2,"""2""",0.388888889,FALSE
2688,1,2,"""3""",FALSE,7,2,2,2,1,2,2,2,2,2,1,2,5,5,2,3,3,3,3,3,1,2,1,1,2,2,2,2,2,1,1,3,4,2,2,1,1,2,1,1,2,1,1,1,2,2, ,8,"""8""",0.722222222,TRUE
2689,1,2,"""1""",FALSE,8,2,1,2,1,1,1,2,2,2,2,3,5,5,1,4,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,4,2,2,2,2,2,2,1,2,1,2,1,1,2,1,1,"""1""",0.805555556,TRUE
2690,1,1,"""3""",FALSE,9,2,2,2,2,2,2,2,2,2,2,4,4,3,2,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,3,2,3,2,3,"""3""",0.333333333,FALSE
2691,1,1,"""3""",FALSE,10,2,2,2,1,1,1,2,2,2,1,3,1,1,1,4,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,4,2,1,1,2,1,2,1,2,1,3,2,1,2,2,2,"""2""",0.583333333,TRUE
2692,1,2,"""1""",FALSE,7,2,2,2,2,2,1,2,2,2,1,3,1,1,1,4,2,1,2,4,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,3,1,2,"""2""",0.472222222,FALSE
2693,1,2,"""-98""",TRUE,2,3,3,2,3,3,3,1,2,2,1,2,1,1,1,4,4,4,5,5,3,2,3,1,2,2,2,2,2,2,2,2,4,1,2,1,1,2,1,1,1,3,2,3,2,1,1,2,"""2""",0.25,FALSE
2694,1,5,"""-98""",TRUE,2,3,3,3,2,3,2,2,2,2,1,4,1,1,1,3,4,4,5,3,3,3,4,2,2,1,2,2,2,1,2,4,4,1,1,1,1,1,1,1,2,2,4,4,2,1,3,2,"""2""",0.416666667,FALSE
2696,1,4,"""3""",FALSE,4,3,3,3,2,3,3,2,2,2,2,1,1,1,1,3,4,4,4,4,5,4,4,2,2,2,1,2,2,1,2,2,2,2,2,3,3,2,2,2,3,3,4,4,1,2,1,2,"""2""",0.333333333,FALSE
2697,1,2,"""1""",FALSE,9,2,2,2,2,1,2,2,2,2,1,3,5,5,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,4,2,2,2,2,2,1,1,2,3,3,3,2,2,1,3,"""3""",0.222222222,FALSE
2700,1,4,"""3""",FALSE,4,4,3,3,1,1,1,2,2,2,2,3,5,5,2,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,1,2,3,2,4,"""4""",0.722222222,TRUE
2701,1,2,"""4""",FALSE,-98,3,2,2,2,3,2,2,2,2,2,4,5,5,2,4,4,5,4,4,4,5,3,2,2,1,1,2,2,2,2,2,4,1,1,1,1,1,1,1,2,2,2,2,1,2,2,4,"""4""",0.416666667,FALSE
2702,1,4,"""11""",FALSE,6,4,3,3,2,3,1,2,2,2,1,3,5,5,1,2,4,2,3,2,1,1,3,1,2,2,2,2,2,2,2,3,4,2,1,1,1,1,1,1,1,3,3,3,1,2,3,3,"""3""",0.277777778,FALSE
2704,1,2,"""3""",FALSE,8,2,1,2,3,1,1,2,2,2,2,3,1,1,1,4,3,3,3,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,"""2""",0.583333333,TRUE
2705,1,2,"""1""",FALSE,8,1,2,2,2,1,2,2,2,2,2,1,3,1,1,3,3,2,2,4,1,2,2,1,2,2,2,2,2,2,-98,2,3,2,2,1,1,2,1,1,2,2,2,2,1,2,1,2,"""2""",0.527777778,TRUE
2706,1,4,"""11""",FALSE,7,2,2,1,1,1,1,2,2,2,2,3,5,5,3,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,4,4,1,3,2,2,1,1,1,3,2,3,1,2,3,1,"""1""",0.472222222,FALSE
2707,1,4,"""6""",FALSE,6,3,3,3,3,3,3,2,2,2,1,4,5,5,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,2,2,3,"""3""",0.166666667,FALSE
2708,1,2,"""1""",FALSE,8,2,3,3,2,1,2,2,2,2,2,4,1,1,2,2,1,1,2,3,1,1,1,2,1,2,1,2,2,1,-98,1,1,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,"""2""",0.472222222,FALSE
2709,1,2,"""1""",FALSE,8,3,3,2,2,1,1,2,2,2,2,3,1,1,1,3,3,1,3,4,1,1,3,2,2,2,2,1,1,2,2,2,4,1,1,1,1,1,1,1,2,1,1,1,2,4,3,2,"""2""",0.777777778,TRUE
2710,1,2,"""6""",FALSE,8,2,3,3,3,3,2,1,2,2,2,3,5,5,3,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,4,3,3,3,2,3,2,2,3,2,2,3,1,3,1,3,"""3""",0.333333333,FALSE
2711,1,4,"""1""",FALSE,8,3,3,3,2,3,2,2,2,2,1,2,5,5,1,3,2,2,3,3,1,1,2,1,2,2,2,2,2,2,2,1,4,1,1,1,1,1,1,1,1,3,3,4,1,2,1,1,"""1""",0.25,FALSE
2712,1,2,"""4""",FALSE,10,3,2,2,1,2,1,1,2,2,1,3,1,2,1,3,3,3,3,1,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,"""1""",0.527777778,TRUE
2714,1,1,"""1""",FALSE,8,2,2,2,2,1,2,2,2,2,1,3,5,5,1,3,2,2,1,2,1,1,1,1,2,2,2,2,2,1,2,1,4,2,2,2,2,2,1,1,2,3,2,2,1,2,1,1,"""1""",0.388888889,FALSE
2715,1,2,"""96""",FALSE,5,3,2,2,2,2,2,2,2,2,1,2,1,1,1,4,3,2,3,2,2,1,2,1,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,2,2,2,2,1,3,3,2,"""2""",0.416666667,FALSE
2716,1,4,"""4""",FALSE,3,4,3,3,2,4,1,2,2,2,1,3,2,4,2,4,3,3,3,3,2,2,2,1,2,2,2,2,2,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,"""3""",0.833333333,TRUE
2718,1,2,"""1""",FALSE,8,2,2,2,1,2,2,2,2,2,1,3,5,5,2,4,3,2,2,3,1,1,1,1,2,2,2,2,2,1,2,1,4,1,1,1,3,3,1,2,2,2,3,2,2,2,1,3,"""3""",0.388888889,FALSE
2719,1,2,"""6""",FALSE,7,2,2,1,2,2,1,2,2,2,2,3,1,1,1,4,3,2,3,4,2,3,3,2,2,2,2,2,1,1,2,3,4,2,1,1,1,1,1,1,2,3,3,3,2,4,1,3,"""3""",0.277777778,FALSE
2720,1,5,"""4""",FALSE,3,4,3,4,2,2,3,2,2,2,1,2,4,5,1,3,3,3,3,3,3,3,1,1,2,2,2,2,2,1,1,1,4,1,1,1,1,1,1,1,1,2,3,2,1,3,1,1,"""1""",0.444444444,FALSE
2721,1,4,"""3""",FALSE,6,2,2,2,1,2,1,2,2,2,2,3,5,5,2,4,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,4,1,1,1,1,1,1,1,2,2,4,2,1,3,1,3,"""3""",0.527777778,TRUE
2722,1,2,"""1""",FALSE,6,1,1,2,1,1,1,2,2,2,1,2,5,5,2,4,3,3,1,4,2,1,2,2,1,2,2,2,2,1,2,2,4,1,1,1,2,2,1,2,3,2,3,2,1,2,1,3,"""3""",0.611111111,TRUE
2723,1,2,"""3""",FALSE,6,1,2,1,1,1,2,1,2,2,1,3,1,1,2,4,1,3,3,2,2,3,1,2,2,1,2,2,2,1,2,1,4,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,"""2""",0.638888889,TRUE
2724,1,2,"""3""",FALSE,7,3,2,1,2,2,2,2,2,2,1,3,5,5,2,4,2,1,1,2,1,1,1,2,2,2,2,2,2,1,2,1,4,1,1,1,1,1,2,1,2,3,3,3,2,2,1,5,"""5""",0.222222222,FALSE
2725,1,2,"""6""",FALSE,7,3,3,3,-99,2,1,1,2,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,2,2,2,3,2,1,1,3,1,2,2,2,3,1,2,"""2""",6.166666667,FALSE
